2021-02-26T16:04:12.148Z [AUDIT] Token created by 'anonymous': tokenId='06b58867-4135-4c18-af32-837f949ff034', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-04T19:55:26.950Z [AUDIT] Token created by 'jffe@000': tokenId='6797c483-373a-403c-9c7d-b311024381e5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888326950, refreshable=false
2021-03-04T19:55:26.953Z [AUDIT] Token created by 'jffe@000': tokenId='4b429cf4-2815-4e0d-a71e-9d044747b0d4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888326953, refreshable=false
2021-03-04T19:55:26.964Z [AUDIT] Token created by 'jffe@000': tokenId='eae84776-020c-4274-ae23-e9293bde53fd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888326964, refreshable=false
2021-03-04T20:05:27.031Z [AUDIT] Token created by 'jffe@000': tokenId='5f62026c-cece-4e98-8e90-30740a4de822', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888927031, refreshable=false
2021-03-04T20:05:27.031Z [AUDIT] Token created by 'jffe@000': tokenId='c6a215d7-249f-4b04-9754-80863c7fd1e4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888927031, refreshable=false
2021-03-04T20:05:27.031Z [AUDIT] Token created by 'jffe@000': tokenId='12b96744-9f28-44ed-bd97-2951c514bd78', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888927031, refreshable=false
2021-03-04T20:05:27.042Z [AUDIT] Token created by 'jffe@000': tokenId='036d4d3c-9676-47dd-9ba1-64f53ffe3c16', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614888927042, refreshable=false
2021-03-04T20:15:27.138Z [AUDIT] Token created by 'jffe@000': tokenId='86555539-bc15-468c-9024-3816e52b1189', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614889527137, refreshable=false
2021-03-04T20:15:27.139Z [AUDIT] Token created by 'jffe@000': tokenId='75dd9ad9-f964-4f0c-8d21-e953f15037be', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614889527138, refreshable=false
2021-03-04T20:15:27.149Z [AUDIT] Token created by 'jffe@000': tokenId='dd264373-803e-46b8-9e0b-54ca92a363b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614889527148, refreshable=false
2021-03-04T20:15:27.168Z [AUDIT] Token created by 'jffe@000': tokenId='bc91e7a0-b5a1-4b1f-856b-7f18c631a2e2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614889527168, refreshable=false
2021-03-04T20:25:27.229Z [AUDIT] Token created by 'jffe@000': tokenId='cac7300b-c6f4-49d9-8b18-8dfad11b4781', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890127228, refreshable=false
2021-03-04T20:25:27.229Z [AUDIT] Token created by 'jffe@000': tokenId='65d9e468-fd74-4d0c-9227-5ba0d394b4ef', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890127229, refreshable=false
2021-03-04T20:25:27.233Z [AUDIT] Token created by 'jffe@000': tokenId='b6fdf037-18d9-4e3f-879c-2c5437469822', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890127233, refreshable=false
2021-03-04T20:25:27.229Z [AUDIT] Token created by 'jffe@000': tokenId='3269b11d-6d59-40b0-9c97-a01d027f009f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890127228, refreshable=false
2021-03-04T20:35:27.319Z [AUDIT] Token created by 'jffe@000': tokenId='2df6417e-5650-433b-a5cc-0a467c1b2aa8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890727319, refreshable=false
2021-03-04T20:35:27.320Z [AUDIT] Token created by 'jffe@000': tokenId='f31edef2-4191-477a-a7e8-d05aa73f5b7a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890727320, refreshable=false
2021-03-04T20:35:27.324Z [AUDIT] Token created by 'jffe@000': tokenId='c1b8951c-c240-479b-95f0-326602a82b75', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890727324, refreshable=false
2021-03-04T20:35:27.324Z [AUDIT] Token created by 'jffe@000': tokenId='db665d27-bcdd-4e22-ae25-fdb67e76604e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614890727324, refreshable=false
2021-03-04T20:45:27.598Z [AUDIT] Token created by 'jffe@000': tokenId='0b53da0f-d5b3-41ed-b757-b9e0c49c665f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891327598, refreshable=false
2021-03-04T20:45:27.598Z [AUDIT] Token created by 'jffe@000': tokenId='545f69c8-f976-4606-abd0-5618bb8a704c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891327598, refreshable=false
2021-03-04T20:45:27.598Z [AUDIT] Token created by 'jffe@000': tokenId='05b10a34-58c1-4d77-a71b-fb6de11c3005', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891327598, refreshable=false
2021-03-04T20:45:27.610Z [AUDIT] Token created by 'jffe@000': tokenId='e7af3695-cb44-47cd-8f44-4300ea8442a6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891327610, refreshable=false
2021-03-04T20:55:27.680Z [AUDIT] Token created by 'jffe@000': tokenId='d2a7b629-77e4-4883-8b00-9471a6f2a8d7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891927680, refreshable=false
2021-03-04T20:55:27.680Z [AUDIT] Token created by 'jffe@000': tokenId='6d73538d-b056-46d9-a047-d010d05889c7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891927680, refreshable=false
2021-03-04T20:55:27.689Z [AUDIT] Token created by 'jffe@000': tokenId='0b43fd1b-2eef-4be8-977a-10da0ffbe8d9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891927689, refreshable=false
2021-03-04T20:55:27.691Z [AUDIT] Token created by 'jffe@000': tokenId='c4936b12-f491-4891-825c-42c13c215d4d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614891927691, refreshable=false
2021-03-04T21:05:27.773Z [AUDIT] Token created by 'jffe@000': tokenId='e960d776-4a88-4ad2-8920-24de54f5b1c1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614892527773, refreshable=false
2021-03-04T21:05:27.773Z [AUDIT] Token created by 'jffe@000': tokenId='711a8f27-048b-45de-8823-f0d04b7efd65', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614892527773, refreshable=false
2021-03-04T21:05:27.774Z [AUDIT] Token created by 'jffe@000': tokenId='124c62a2-5fb6-45a6-bfd0-0c33258a94d5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614892527773, refreshable=false
2021-03-04T21:05:27.778Z [AUDIT] Token created by 'jffe@000': tokenId='8a38b011-5432-4126-ab73-92fca8d9fe4f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614892527778, refreshable=false
2021-03-05T10:43:49.541Z [AUDIT] Token created by 'jffe@000': tokenId='c0f7adef-c0e0-4c33-8137-0c30c0cc6b8d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614941629541, refreshable=false
2021-03-05T10:43:49.547Z [AUDIT] Token created by 'jffe@000': tokenId='c3e0a046-81c5-498d-80d9-9e7c9eb47d0e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614941629547, refreshable=false
2021-03-05T10:43:49.551Z [AUDIT] Token created by 'jffe@000': tokenId='2137369d-c842-4b78-b8c4-9bed3a216753', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614941629551, refreshable=false
2021-03-05T10:43:49.589Z [AUDIT] Token created by 'jffe@000': tokenId='90ca9667-1513-4893-9c20-14e8c108f6e9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614941629588, refreshable=false
2021-03-05T16:21:45.995Z [AUDIT] Token created by 'jffe@000': tokenId='2fca158f-ac54-42c2-bc3b-4b699d1d94c4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614961905995, refreshable=false
2021-03-05T16:21:45.995Z [AUDIT] Token created by 'jffe@000': tokenId='342fe11b-32aa-4c80-990b-cfb7ab74aa8d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614961905995, refreshable=false
2021-03-05T16:21:45.998Z [AUDIT] Token created by 'jffe@000': tokenId='e3b68498-79ae-4f4f-a2ff-25fb39f07fc9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614961905998, refreshable=false
2021-03-05T16:21:46.002Z [AUDIT] Token created by 'jffe@000': tokenId='e6f8070e-e275-483d-9590-2364c78b626a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614961906002, refreshable=false
2021-03-05T16:31:46.093Z [AUDIT] Token created by 'jffe@000': tokenId='097d3f21-8782-4d57-ad45-df1434b9f6d0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614962506093, refreshable=false
2021-03-05T16:31:46.093Z [AUDIT] Token created by 'jffe@000': tokenId='19b4f438-e9fd-4a66-a883-7d4ffe240981', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614962506093, refreshable=false
2021-03-05T16:31:46.093Z [AUDIT] Token created by 'jffe@000': tokenId='baee7dd3-eec2-4266-8ab2-69da1c340cc0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614962506093, refreshable=false
2021-03-05T16:31:46.098Z [AUDIT] Token created by 'jffe@000': tokenId='8cd77ab2-fda3-4dbe-96e3-c6ebe3ea9ba3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614962506098, refreshable=false
2021-03-05T16:41:46.163Z [AUDIT] Token created by 'jffe@000': tokenId='ab4edb1c-4a5d-4da6-b0c2-43b12c2f0244', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963106163, refreshable=false
2021-03-05T16:41:46.163Z [AUDIT] Token created by 'jffe@000': tokenId='56d42242-fe73-4dfb-bc13-4c333584eed8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963106163, refreshable=false
2021-03-05T16:41:46.164Z [AUDIT] Token created by 'jffe@000': tokenId='40d72f2a-dbc1-400e-a932-27dca077d586', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963106164, refreshable=false
2021-03-05T16:41:46.181Z [AUDIT] Token created by 'jffe@000': tokenId='ade7fa1f-f142-4a12-8ce4-456816de5a07', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963106180, refreshable=false
2021-03-05T16:51:46.256Z [AUDIT] Token created by 'jffe@000': tokenId='1d77e021-249e-4be0-ac20-fbf6a4cd5125', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963706256, refreshable=false
2021-03-05T16:51:46.257Z [AUDIT] Token created by 'jffe@000': tokenId='99bd0736-0e96-4210-9a48-5d13696da8bd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963706257, refreshable=false
2021-03-05T16:51:46.257Z [AUDIT] Token created by 'jffe@000': tokenId='e6987ad8-8df0-4b69-93c3-b3c11e7b913a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963706257, refreshable=false
2021-03-05T16:51:46.264Z [AUDIT] Token created by 'jffe@000': tokenId='a9396e63-5e04-4e3f-af2c-8fb906617f6e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614963706264, refreshable=false
2021-03-05T17:01:46.348Z [AUDIT] Token created by 'jffe@000': tokenId='b1faa99a-9843-41f7-9298-a0ee5620ed51', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964306348, refreshable=false
2021-03-05T17:01:46.350Z [AUDIT] Token created by 'jffe@000': tokenId='c38c0b06-b486-476c-81ac-e3db582bbccd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964306350, refreshable=false
2021-03-05T17:01:46.351Z [AUDIT] Token created by 'jffe@000': tokenId='ab19139d-8849-4f86-af4c-61158b7f3bca', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964306351, refreshable=false
2021-03-05T17:01:46.352Z [AUDIT] Token created by 'jffe@000': tokenId='fd35526f-2ecd-4678-883a-4c48dbfc17c3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964306352, refreshable=false
2021-03-05T17:11:46.430Z [AUDIT] Token created by 'jffe@000': tokenId='8675dd37-7160-404f-9f38-abef2fa062c4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964906430, refreshable=false
2021-03-05T17:11:46.432Z [AUDIT] Token created by 'jffe@000': tokenId='6d8c41f7-ac57-43fc-ae3f-9e90c66e95b0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964906431, refreshable=false
2021-03-05T17:11:46.434Z [AUDIT] Token created by 'jffe@000': tokenId='2d1beea5-0248-488b-92df-b3b74071478e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964906434, refreshable=false
2021-03-05T17:11:46.449Z [AUDIT] Token created by 'jffe@000': tokenId='9608f4d0-a74d-41c5-a5c8-10b4aae2dbb3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614964906449, refreshable=false
2021-03-05T17:21:46.538Z [AUDIT] Token created by 'jffe@000': tokenId='0be84148-af34-44ca-a28e-18c44a177760', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614965506538, refreshable=false
2021-03-05T17:21:46.539Z [AUDIT] Token created by 'jffe@000': tokenId='8e41c1fb-7fe7-46b9-98ff-448ecf58032f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614965506539, refreshable=false
2021-03-05T17:21:46.540Z [AUDIT] Token created by 'jffe@000': tokenId='e929bbee-f7be-430b-a131-b0f4eb51741c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614965506540, refreshable=false
2021-03-05T17:21:46.539Z [AUDIT] Token created by 'jffe@000': tokenId='415ca99d-b311-4c36-94a5-37fa9356bd74', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614965506539, refreshable=false
2021-03-05T17:31:46.626Z [AUDIT] Token created by 'jffe@000': tokenId='14448617-a32f-4fa7-b5ad-8d2539f91b9b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966106625, refreshable=false
2021-03-05T17:31:46.631Z [AUDIT] Token created by 'jffe@000': tokenId='3b3d21de-5137-42a6-8834-16300db1c23f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966106631, refreshable=false
2021-03-05T17:31:46.633Z [AUDIT] Token created by 'jffe@000': tokenId='85a4b708-fea8-4e42-832d-b1c4ad3b09a8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966106633, refreshable=false
2021-03-05T17:31:46.642Z [AUDIT] Token created by 'jffe@000': tokenId='9ebc9e0f-1c84-4ef3-a68f-44c7b21331fc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966106642, refreshable=false
2021-03-05T17:41:46.797Z [AUDIT] Token created by 'jffe@000': tokenId='5ccdad29-474b-46ae-b105-e6192f24629f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966706797, refreshable=false
2021-03-05T17:41:46.797Z [AUDIT] Token created by 'jffe@000': tokenId='505b170a-9922-4d2b-be08-6ffb5bf61c40', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966706797, refreshable=false
2021-03-05T17:41:46.807Z [AUDIT] Token created by 'jffe@000': tokenId='cc049cf3-96c1-42bb-a18d-776f56a40876', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966706807, refreshable=false
2021-03-05T17:41:46.815Z [AUDIT] Token created by 'jffe@000': tokenId='4a9a2416-6703-42aa-9ecf-8f4366486042', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614966706815, refreshable=false
2021-03-05T17:46:42.346Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='4dc6eefa-2e7a-4d1d-9f9d-2cf6db7f4c69', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615052802321, refreshable=true
2021-03-05T17:46:42.348Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='19a44b16-81c3-47e6-a7df-4de68e6fab8e', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615052802323, refreshable=true
2021-03-05T17:46:42.351Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='ad5a93bd-7992-4406-b8be-2a53f9d56ad0', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615052802318, refreshable=true
2021-03-05T17:46:42.349Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='c687b6a0-6766-4c6b-926f-ad8a0d202d27', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615052802337, refreshable=true
2021-03-05T17:51:46.922Z [AUDIT] Token created by 'jffe@000': tokenId='82ef4705-a069-4902-84d2-ebeffd919591', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967306922, refreshable=false
2021-03-05T17:51:46.924Z [AUDIT] Token created by 'jffe@000': tokenId='4ff649d8-ba87-4e08-a9f0-14b3f62c6569', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967306923, refreshable=false
2021-03-05T17:51:46.924Z [AUDIT] Token created by 'jffe@000': tokenId='f1e70ac9-532d-4242-bbe0-2bf05f11aa1b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967306924, refreshable=false
2021-03-05T17:51:46.925Z [AUDIT] Token created by 'jffe@000': tokenId='97912902-502f-4821-8064-53f6f04a73e1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967306925, refreshable=false
2021-03-05T18:01:47.026Z [AUDIT] Token created by 'jffe@000': tokenId='1b0136f4-3c82-4c8f-b75e-c747dc82f716', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967907026, refreshable=false
2021-03-05T18:01:47.027Z [AUDIT] Token created by 'jffe@000': tokenId='e7cc8f59-a981-419f-ba47-3a6d1aeaf56b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967907026, refreshable=false
2021-03-05T18:01:47.027Z [AUDIT] Token created by 'jffe@000': tokenId='44d9fa5e-6402-4a6f-9456-19eac1535179', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967907026, refreshable=false
2021-03-05T18:01:47.041Z [AUDIT] Token created by 'jffe@000': tokenId='c4f02ee9-ade6-4322-aa5a-eeecbc7a5c8b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614967907041, refreshable=false
2021-03-05T18:11:11.700Z [AUDIT] Token created by 'anonymous': tokenId='99f70aed-0eba-4730-b584-1d11e4001dc7', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614967891700, refreshable=false
2021-03-05T18:11:47.133Z [AUDIT] Token created by 'jffe@000': tokenId='50c8e3e9-efd4-48c2-8788-f4233cdf69e7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614968507132, refreshable=false
2021-03-05T18:11:47.133Z [AUDIT] Token created by 'jffe@000': tokenId='dde0722b-1637-4b4b-ae64-d07075b1caef', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614968507133, refreshable=false
2021-03-05T18:11:47.133Z [AUDIT] Token created by 'jffe@000': tokenId='dda07ac2-1927-479d-9780-ea51e821da8a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614968507133, refreshable=false
2021-03-05T18:11:47.139Z [AUDIT] Token created by 'jffe@000': tokenId='4c4af2c8-e174-4de5-aea2-62544d95c020', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614968507139, refreshable=false
2021-03-05T18:21:47.228Z [AUDIT] Token created by 'jffe@000': tokenId='e98fc956-7498-4217-a7a3-d550bd1f7c24', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969107228, refreshable=false
2021-03-05T18:21:47.229Z [AUDIT] Token created by 'jffe@000': tokenId='869e6d65-bf49-499b-a0b7-f6a3fd5619ce', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969107229, refreshable=false
2021-03-05T18:21:47.228Z [AUDIT] Token created by 'jffe@000': tokenId='011b8ab0-9b19-4c76-8c5c-d9c0e3300e4a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969107228, refreshable=false
2021-03-05T18:21:47.236Z [AUDIT] Token created by 'jffe@000': tokenId='15e298d1-dd1a-48a8-9003-0e25cbee5486', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969107236, refreshable=false
2021-03-05T18:31:47.329Z [AUDIT] Token created by 'jffe@000': tokenId='2ba28794-57eb-45c2-84e0-be23c22637b3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969707329, refreshable=false
2021-03-05T18:31:47.330Z [AUDIT] Token created by 'jffe@000': tokenId='e41adc26-fc3c-457f-8879-975c9f00c2fd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969707330, refreshable=false
2021-03-05T18:31:47.333Z [AUDIT] Token created by 'jffe@000': tokenId='ee930768-9b30-4862-841d-4748b489d9ee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969707333, refreshable=false
2021-03-05T18:31:47.344Z [AUDIT] Token created by 'jffe@000': tokenId='0cbd49a8-e134-4f65-bcb8-65f9feef9d67', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614969707344, refreshable=false
2021-03-05T18:41:47.438Z [AUDIT] Token created by 'jffe@000': tokenId='80479500-fda7-4cf2-91e6-cf81f4ed02f5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970307437, refreshable=false
2021-03-05T18:41:47.438Z [AUDIT] Token created by 'jffe@000': tokenId='531b225e-970a-4c93-9d66-217baef68ace', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970307437, refreshable=false
2021-03-05T18:41:47.438Z [AUDIT] Token created by 'jffe@000': tokenId='9a0ee05b-f4ad-4511-b777-8ff4e9442497', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970307438, refreshable=false
2021-03-05T18:41:47.442Z [AUDIT] Token created by 'jffe@000': tokenId='72810695-1874-400d-88d0-741905d286cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970307442, refreshable=false
2021-03-05T18:51:47.526Z [AUDIT] Token created by 'jffe@000': tokenId='f2e5e7f2-0c34-47b2-929b-0346c690eadc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970907526, refreshable=false
2021-03-05T18:51:47.526Z [AUDIT] Token created by 'jffe@000': tokenId='9cb3e857-4767-4042-8a92-1dc01ec76f8c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970907526, refreshable=false
2021-03-05T18:51:47.527Z [AUDIT] Token created by 'jffe@000': tokenId='7bf502b1-f51e-411c-8b35-c798d43bafc5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970907527, refreshable=false
2021-03-05T18:51:47.535Z [AUDIT] Token created by 'jffe@000': tokenId='b371826b-f71d-4cd6-92a7-9f785269184a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614970907535, refreshable=false
2021-03-05T19:01:47.638Z [AUDIT] Token created by 'jffe@000': tokenId='de6baf4f-f898-43d4-a04c-b6c9366bc2c3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614971507637, refreshable=false
2021-03-05T19:01:47.638Z [AUDIT] Token created by 'jffe@000': tokenId='f8fd9192-0077-4a7d-ac55-a9cde195d46d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614971507638, refreshable=false
2021-03-05T19:01:47.638Z [AUDIT] Token created by 'jffe@000': tokenId='732cfbaa-12dc-4822-af89-ff907ec8db85', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614971507638, refreshable=false
2021-03-05T19:01:47.650Z [AUDIT] Token created by 'jffe@000': tokenId='5d1300bf-3a52-4de1-aabf-45ddc4cc6d81', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614971507650, refreshable=false
2021-03-05T19:11:47.743Z [AUDIT] Token created by 'jffe@000': tokenId='cf59850d-dda0-49b8-be70-f84e8ae5f2a9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972107743, refreshable=false
2021-03-05T19:11:47.743Z [AUDIT] Token created by 'jffe@000': tokenId='c631008e-668b-4135-96f0-05adf7ac1bbf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972107743, refreshable=false
2021-03-05T19:11:47.744Z [AUDIT] Token created by 'jffe@000': tokenId='36f5b59e-3848-409f-a1a9-ce82834b50e3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972107744, refreshable=false
2021-03-05T19:11:47.748Z [AUDIT] Token created by 'jffe@000': tokenId='1f21363a-85fe-4c7f-a426-7ab47fef764e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972107748, refreshable=false
2021-03-05T19:21:47.857Z [AUDIT] Token created by 'jffe@000': tokenId='595e8a1b-f1b2-46c1-af77-79f1724f2684', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972707857, refreshable=false
2021-03-05T19:21:47.862Z [AUDIT] Token created by 'jffe@000': tokenId='7e4aabe9-daae-4ed1-9269-7b3640940147', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972707862, refreshable=false
2021-03-05T19:21:47.862Z [AUDIT] Token created by 'jffe@000': tokenId='9ac0243a-23ef-4e30-820a-838fb6100aa0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972707862, refreshable=false
2021-03-05T19:21:47.873Z [AUDIT] Token created by 'jffe@000': tokenId='e4e7906e-d6d4-45e5-942a-62568ddb6a76', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614972707873, refreshable=false
2021-03-05T19:31:47.932Z [AUDIT] Token created by 'jffe@000': tokenId='887e026e-2daf-4736-a245-9b6ab004a5d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973307932, refreshable=false
2021-03-05T19:31:47.932Z [AUDIT] Token created by 'jffe@000': tokenId='a1aefbba-0254-49bb-8973-e79a0b51257a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973307932, refreshable=false
2021-03-05T19:31:47.936Z [AUDIT] Token created by 'jffe@000': tokenId='99512aa3-9921-4506-82f0-4b9d4e88c7cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973307936, refreshable=false
2021-03-05T19:31:47.942Z [AUDIT] Token created by 'jffe@000': tokenId='b071dc52-9779-4f05-bd0b-b67c1b078c24', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973307942, refreshable=false
2021-03-05T19:41:48.022Z [AUDIT] Token created by 'jffe@000': tokenId='66b22c76-286a-49a3-9053-2cc227923b2f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973908022, refreshable=false
2021-03-05T19:41:48.023Z [AUDIT] Token created by 'jffe@000': tokenId='0442e64c-c622-4340-9b28-04d73e94d15d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614973908022, refreshable=false
